transaction_id,sale_date,customer_id,gender,age,category,quantity,price,payment_method
419,2024-10-05,9332,Male,65,Home Decor,4,411.14,Debit Card
420,2025-04-09,5203,Male,30,Clothing,5,458.63,Cash
421,2025-01-29,2754,Male,32,Clothing,2,320.28,Debit Card
422,2024-10-29,9259,Female,38,Groceries,9,372.25,Debit Card
423,2025-02-03,5018,Female,30,Clothing,7,63.6,Gift Card
424,2025-04-01,2248,Female,52,Groceries,9,353.18,Debit Card
425,2024-10-19,1400,Female,58,Electronics,2,220.83,Online Payment
426,2025-03-11,1965,Other,26,Books,6,330.52,Credit Card
427,2024-11-16,4921,Male,64,Beauty,5,110.53,Gift Card
428,2024-09-17,4920,Male,70,Home Decor,4,482.46,Cash
429,2025-02-10,3205,Other,45,Books,2,467.78,Online Payment
430,2025-04-09,4767,Female,59,Beauty,1,322.01,Cash
431,2024-08-29,5853,Male,43,Home Decor,5,67.18,Gift Card
432,2024-06-24,3691,Female,34,Home Decor,10,18.71,Online Payment
433,2025-04-17,6207,Male,23,Electronics,8,391.88,Online Payment
434,2024-12-09,2493,Female,64,Groceries,2,336.76,Cash
435,2024-08-17,2695,Other,18,Beauty,9,384.07,Credit Card
436,2025-04-22,8419,Male,35,Beauty,7,172.66,Debit Card
437,2025-04-22,6203,Other,26,Toys,7,100.35,Debit Card
438,2025-01-09,9459,Other,41,Electronics,10,408.94,Debit Card
439,2024-10-04,1754,Female,25,Groceries,4,289.95,Gift Card
440,2024-07-10,4419,Male,26,Toys,8,164.49,Online Payment
441,2024-10-28,2330,Other,20,Groceries,4,387.09,Online Payment
442,2025-04-17,8635,Female,69,Home Decor,8,322.57,Gift Card
443,2025-03-03,9666,Female,62,Beauty,3,100.99,Debit Card
444,2024-11-10,5096,Other,68,Clothing,8,92.74,Online Payment
445,2024-06-03,3685,Other,33,Electronics,5,326.72,Debit Card
446,2024-12-29,5595,Female,20,Toys,8,483.41,Debit Card
447,2024-12-06,6029,Other,51,Groceries,3,348.28,Credit Card
448,2025-04-02,1222,Other,60,Toys,7,405.73,Credit Card
449,2024-09-03,6406,Female,22,Electronics,7,468.29,Online Payment
450,2024-09-10,4860,Other,25,Beauty,1,280.82,Online Payment
451,2024-12-30,7310,Other,49,Toys,10,371.77,Gift Card
452,2024-06-11,8428,Female,61,Beauty,10,101.77,Gift Card
453,2024-09-07,5576,Female,62,Clothing,10,355.46,Cash
454,2024-05-07,7537,Male,40,Groceries,1,419.6,Online Payment
455,2025-02-16,9151,Female,25,Home Decor,3,38.42,Credit Card
456,2024-12-06,7714,Other,54,Electronics,1,321.34,Online Payment
457,2024-08-31,6837,Male,63,Clothing,5,191.76,Cash
458,2025-01-07,8251,Female,25,Electronics,6,20.24,Online Payment
459,2024-12-25,5145,Female,57,Toys,7,330.77,Debit Card
460,2025-04-03,8788,Male,28,Toys,1,8.57,Gift Card
461,2024-05-28,3586,Other,67,Beauty,10,52.11,Cash
462,2024-08-07,9487,Male,68,Toys,1,378.08,Gift Card
463,2025-01-24,9568,Other,49,Toys,6,489.64,Cash
464,2024-07-29,9344,Other,62,Electronics,4,196.21,Gift Card
465,2025-01-17,2686,Female,22,Home Decor,10,394.86,Credit Card
466,2025-03-25,7779,Female,43,Books,9,115.22,Debit Card
467,2024-06-10,1329,Female,29,Groceries,5,351.29,Online Payment
468,2025-03-15,9715,Male,66,Beauty,6,118.64,Cash
469,2025-03-25,1284,Other,53,Home Decor,5,201.77,Online Payment
470,2024-06-07,3075,Other,39,Groceries,6,372.05,Online Payment
471,2024-08-07,4323,Other,47,Clothing,9,353.01,Credit Card
472,2025-05-05,1065,Other,41,Electronics,2,148.55,Debit Card
473,2024-12-05,1031,Other,50,Toys,6,470.75,Debit Card
474,2024-06-28,7823,Female,43,Home Decor,3,457.79,Gift Card
475,2025-03-19,6852,Female,35,Toys,3,433.34,Credit Card
476,2024-12-05,3614,Other,62,Clothing,10,406.68,Online Payment
477,2025-02-13,8450,Other,45,Beauty,4,20.03,Debit Card
478,2025-02-21,9494,Male,45,Home Decor,8,438.25,Credit Card
479,2024-08-01,9389,Other,45,Electronics,7,267.41,Credit Card
480,2025-04-21,8127,Female,68,Beauty,1,314.42,Cash
481,2024-08-07,3550,Female,19,Groceries,4,305.75,Cash
482,2024-05-07,2487,Female,64,Home Decor,8,287.74,Online Payment
483,2024-12-16,7491,Male,47,Groceries,9,132.25,Debit Card
484,2025-01-17,7090,Male,32,Electronics,1,268.63,Online Payment
485,2024-10-04,4841,Other,60,Clothing,5,394.95,Online Payment
486,2024-06-17,6405,Other,60,Electronics,6,26.45,Credit Card
487,2024-12-08,8464,Female,44,Electronics,6,77.22,Gift Card
488,2024-12-03,4231,Male,44,Books,2,60.31,Online Payment
489,2024-11-12,9146,Female,55,Beauty,8,334.13,Gift Card
490,2025-03-16,9937,Other,52,Home Decor,2,118.91,Credit Card
491,2025-04-02,6688,Female,37,Books,4,176.92,Online Payment
492,2024-12-16,2290,Male,37,Electronics,5,93.14,Online Payment
493,2024-05-16,2266,Other,61,Home Decor,3,64.82,Online Payment
494,2025-03-27,5236,Male,30,Beauty,4,393.31,Cash
495,2024-10-16,4714,Other,21,Clothing,10,226.06,Debit Card
496,2024-05-10,6015,Female,50,Home Decor,4,238.02,Cash
497,2024-10-03,9783,Other,34,Home Decor,1,388.11,Gift Card
498,2025-03-30,6679,Other,40,Groceries,9,167.15,Debit Card
499,2024-09-19,2757,Male,41,Electronics,2,386.32,Debit Card
500,2025-02-11,4739,Female,23,Toys,1,90.98,Cash
501,2024-06-27,7020,Male,48,Toys,3,463.92,Gift Card
502,2025-02-04,9386,Male,44,Groceries,10,440.62,Debit Card
503,2024-07-19,6660,Female,53,Home Decor,10,370.89,Online Payment
504,2024-07-16,7837,Other,70,Books,9,290.9,Gift Card
505,2024-09-13,7791,Male,23,Home Decor,6,264.26,Credit Card
506,2024-09-04,9342,Female,23,Beauty,5,32.63,Online Payment
507,2025-03-17,2148,Female,50,Beauty,7,312.83,Debit Card
508,2024-11-20,4442,Other,60,Toys,6,278.6,Debit Card
509,2025-02-08,4050,Male,47,Books,6,339.22,Credit Card
510,2024-07-25,2542,Male,60,Groceries,2,188.53,Online Payment
511,2024-12-22,5374,Male,70,Toys,4,411.79,Cash
512,2024-06-24,7827,Male,69,Electronics,3,224.39,Cash
513,2024-11-30,8588,Female,51,Toys,1,161.03,Cash
514,2024-09-25,3926,Female,33,Books,10,287.78,Gift Card
515,2025-01-19,5506,Other,25,Books,8,256.73,Credit Card
516,2024-11-02,4873,Other,52,Beauty,10,41.57,Credit Card
517,2024-05-28,7315,Male,28,Clothing,9,233.68,Cash
518,2024-06-15,2786,Other,42,Clothing,2,379.91,Cash
519,2025-01-05,2322,Female,59,Home Decor,3,219.25,Gift Card
520,2025-04-24,3799,Male,47,Clothing,3,100.19,Gift Card
521,2024-05-17,5926,Other,31,Groceries,4,202.69,Debit Card
522,2025-02-11,8389,Other,38,Books,9,90.87,Gift Card
523,2025-03-29,8530,Other,59,Home Decor,5,30.73,Cash
524,2025-02-09,1457,Female,37,Groceries,3,383.13,Credit Card
525,2024-05-24,8119,Other,69,Home Decor,7,482.9,Online Payment
526,2024-05-15,2519,Other,53,Groceries,8,49.4,Gift Card
527,2024-05-26,8107,Other,34,Groceries,6,422.26,Credit Card
528,2024-07-03,5954,Other,68,Home Decor,1,418.51,Credit Card
529,2024-08-18,6087,Female,31,Toys,5,296.68,Credit Card
530,2025-02-08,2240,Female,47,Electronics,4,251.77,Credit Card
531,2025-02-19,9990,Male,18,Home Decor,8,38.49,Debit Card
532,2025-03-29,5594,Female,20,Home Decor,9,24.66,Gift Card
533,2024-07-11,2213,Female,23,Home Decor,5,487.38,Online Payment
534,2024-08-02,1821,Female,19,Home Decor,3,447.88,Online Payment
535,2025-02-05,6389,Female,20,Electronics,5,353.18,Credit Card
536,2025-03-18,6766,Female,56,Beauty,2,339.71,Cash
537,2024-05-29,7962,Female,28,Toys,10,66.45,Gift Card
538,2024-12-22,7479,Female,47,Toys,3,394.41,Online Payment
539,2024-09-12,6741,Male,20,Beauty,2,9.65,Credit Card
540,2025-01-09,1214,Other,59,Books,10,344.61,Cash
541,2024-09-29,7955,Other,33,Toys,7,232.03,Credit Card
542,2025-01-13,5807,Female,34,Groceries,2,277.86,Cash
543,2024-06-19,2348,Other,40,Books,8,427.09,Credit Card
544,2024-12-18,1493,Male,32,Beauty,9,376.0,Gift Card
545,2024-09-27,2153,Female,37,Clothing,2,42.39,Gift Card
546,2024-10-13,7177,Male,61,Clothing,3,101.18,Cash
547,2024-08-05,4295,Male,45,Beauty,5,472.57,Debit Card
548,2025-01-02,2962,Male,41,Beauty,6,404.35,Credit Card
549,2024-10-05,7161,Other,45,Toys,8,16.55,Cash
550,2024-06-30,8498,Female,56,Groceries,9,331.7,Gift Card
551,2024-07-25,5207,Other,53,Toys,5,277.15,Online Payment
552,2024-07-20,6425,Male,31,Clothing,5,116.82,Online Payment
553,2025-02-10,3317,Male,25,Electronics,6,460.55,Credit Card
554,2025-02-01,3866,Female,47,Toys,10,52.37,Debit Card
555,2024-10-27,7387,Other,62,Books,1,122.63,Debit Card
556,2024-10-08,5227,Female,23,Beauty,2,239.02,Cash
557,2025-04-16,5756,Female,46,Toys,6,405.28,Cash
558,2024-11-08,2986,Male,29,Clothing,3,24.46,Credit Card
559,2024-05-30,2505,Female,24,Beauty,9,287.86,Credit Card
560,2024-06-12,4054,Female,65,Beauty,9,59.66,Debit Card
561,2024-10-17,3875,Female,31,Beauty,4,182.37,Credit Card
562,2024-09-08,3588,Other,32,Electronics,1,310.38,Gift Card
563,2024-12-05,8494,Male,23,Electronics,6,443.67,Credit Card
564,2024-12-18,7765,Other,24,Toys,9,181.56,Cash
565,2024-08-22,4951,Female,21,Toys,5,416.51,Debit Card
566,2024-10-05,8156,Other,68,Toys,6,485.03,Gift Card
567,2024-06-12,8707,Other,30,Beauty,7,139.35,Debit Card
568,2024-07-24,5944,Other,42,Beauty,7,415.02,Online Payment
569,2024-09-20,5705,Female,22,Clothing,5,412.17,Debit Card
570,2024-07-17,5688,Male,57,Beauty,1,365.59,Gift Card
571,2025-03-10,5581,Other,21,Electronics,10,472.18,Credit Card
572,2024-10-13,1502,Other,30,Home Decor,4,190.88,Online Payment
573,2024-06-02,5826,Male,47,Groceries,10,301.66,Gift Card
574,2025-01-22,9874,Male,50,Beauty,9,354.78,Credit Card
575,2024-08-24,7551,Other,42,Clothing,10,425.45,Online Payment
576,2024-05-28,3187,Male,64,Toys,3,45.27,Credit Card
577,2025-01-13,3083,Female,22,Toys,2,431.84,Debit Card
578,2024-06-03,1903,Other,23,Beauty,8,288.49,Debit Card
579,2024-07-31,6942,Other,63,Books,2,50.88,Debit Card
580,2024-05-17,3671,Female,61,Clothing,4,352.6,Online Payment
581,2024-10-28,6858,Other,67,Electronics,4,431.35,Gift Card
582,2024-07-07,1172,Male,36,Clothing,9,372.46,Credit Card
583,2025-03-26,8191,Other,56,Toys,8,262.33,Online Payment
584,2024-06-17,4147,Other,31,Toys,9,76.07,Credit Card
585,2025-03-17,9689,Female,52,Toys,3,202.54,Credit Card
586,2024-05-19,4991,Male,59,Groceries,5,151.09,Cash
587,2025-01-24,6808,Female,60,Home Decor,4,264.75,Credit Card
588,2025-01-13,5439,Male,58,Electronics,10,375.45,Debit Card
589,2024-11-06,8687,Other,38,Clothing,3,208.15,Credit Card
590,2025-05-02,1481,Other,67,Groceries,1,373.32,Gift Card
591,2024-08-28,2991,Other,28,Toys,9,76.57,Credit Card
592,2024-09-10,6692,Other,63,Beauty,8,334.66,Credit Card
593,2024-08-07,4331,Other,30,Electronics,4,90.1,Debit Card
594,2024-08-06,5673,Other,41,Clothing,4,26.28,Credit Card
595,2025-03-27,8575,Other,57,Clothing,6,481.83,Cash
596,2025-02-21,4840,Female,69,Home Decor,1,140.4,Online Payment
597,2024-05-15,7147,Male,62,Home Decor,8,233.66,Credit Card
598,2025-01-30,7669,Male,22,Home Decor,7,340.89,Gift Card
599,2024-09-29,6389,Female,27,Home Decor,10,141.47,Gift Card
600,2025-01-03,1598,Male,37,Groceries,4,390.26,Online Payment
601,2024-11-11,6443,Female,23,Electronics,6,317.06,Gift Card
602,2024-05-26,8522,Male,39,Books,8,372.05,Cash
603,2024-09-29,2921,Male,52,Groceries,4,165.99,Online Payment
604,2025-03-23,9362,Female,47,Toys,7,216.82,Credit Card
605,2025-01-16,9510,Other,24,Groceries,1,361.29,Online Payment
606,2024-05-22,2119,Other,39,Electronics,6,301.05,Credit Card
607,2025-03-21,7835,Female,25,Home Decor,9,100.86,Gift Card
608,2024-06-11,7295,Female,24,Beauty,9,445.73,Debit Card
609,2024-05-24,6641,Male,36,Beauty,9,403.44,Gift Card
610,2024-09-27,1912,Female,18,Beauty,4,361.09,Online Payment
611,2024-08-05,3227,Female,41,Toys,1,321.43,Online Payment
612,2024-10-02,6569,Male,27,Beauty,8,174.9,Online Payment
613,2025-04-27,9963,Other,56,Groceries,5,262.53,Gift Card
614,2025-03-26,1920,Other,61,Groceries,7,324.71,Credit Card
615,2024-08-23,1338,Male,44,Clothing,1,150.35,Debit Card
616,2024-11-17,1790,Other,32,Home Decor,10,143.0,Credit Card
617,2024-07-08,6911,Other,47,Toys,5,54.83,Cash
618,2024-09-29,6424,Male,61,Groceries,6,365.76,Debit Card
619,2024-08-16,8888,Male,44,Groceries,6,184.91,Cash
620,2024-09-26,4582,Other,24,Electronics,3,291.88,Credit Card
621,2024-10-08,4913,Other,23,Clothing,6,417.42,Credit Card
622,2024-07-27,7590,Other,69,Home Decor,8,188.59,Gift Card
623,2025-02-13,6148,Female,62,Electronics,7,141.28,Credit Card
624,2024-08-04,3272,Male,41,Beauty,4,404.51,Cash
625,2024-10-04,2954,Female,58,Groceries,1,104.26,Gift Card
626,2024-08-03,9798,Female,42,Electronics,9,331.02,Online Payment
627,2025-04-19,9674,Female,55,Beauty,7,162.36,Debit Card
628,2024-05-06,6245,Male,36,Home Decor,6,93.2,Cash
629,2024-11-25,4280,Other,20,Home Decor,9,215.33,Gift Card
630,2024-07-31,6093,Female,50,Toys,6,340.99,Gift Card
631,2024-08-16,8015,Male,22,Groceries,7,425.57,Debit Card
632,2025-04-04,6419,Male,20,Clothing,5,233.83,Debit Card
633,2024-11-18,2653,Female,51,Groceries,4,347.56,Cash
634,2024-07-14,1013,Female,25,Home Decor,2,126.54,Online Payment
635,2024-09-12,1084,Other,55,Books,8,95.61,Online Payment
636,2024-07-20,9987,Female,25,Books,1,450.17,Online Payment
637,2025-02-18,6893,Female,38,Electronics,8,419.58,Gift Card
638,2025-03-09,8020,Female,53,Beauty,8,237.88,Online Payment
639,2024-07-25,5131,Other,67,Groceries,6,284.98,Debit Card
640,2024-06-27,2219,Female,30,Groceries,5,491.06,Gift Card
641,2024-12-29,4071,Female,44,Beauty,5,196.69,Debit Card
642,2025-01-31,5782,Female,50,Clothing,2,30.11,Cash
643,2024-10-20,7843,Other,52,Groceries,5,259.75,Online Payment
644,2025-02-15,5114,Female,46,Groceries,8,499.3,Cash
645,2024-06-16,6307,Female,58,Home Decor,10,84.33,Online Payment
646,2024-05-24,7141,Male,46,Home Decor,9,203.22,Online Payment
647,2024-12-30,1310,Other,48,Home Decor,2,80.9,Gift Card
648,2024-06-23,3343,Male,26,Toys,1,429.66,Credit Card
649,2024-09-20,1105,Female,59,Toys,9,486.03,Gift Card
650,2024-07-27,5400,Other,54,Electronics,10,448.86,Cash
651,2024-11-04,4807,Female,29,Clothing,5,163.86,Cash
652,2024-08-11,7499,Other,29,Home Decor,3,130.1,Debit Card
653,2024-11-05,3877,Female,25,Groceries,9,189.44,Cash
654,2024-05-10,7073,Male,44,Home Decor,8,462.25,Debit Card
655,2024-12-04,8646,Other,39,Electronics,2,88.04,Cash
656,2024-10-24,1578,Other,49,Beauty,5,434.36,Cash
657,2024-12-08,5160,Other,47,Books,9,470.58,Gift Card
658,2024-08-03,3628,Male,50,Groceries,10,176.49,Debit Card
659,2024-10-11,7424,Other,68,Clothing,7,310.99,Gift Card
660,2024-09-11,2943,Female,53,Electronics,7,47.95,Cash
661,2024-08-01,7492,Male,19,Clothing,4,411.13,Gift Card
662,2024-07-22,4543,Female,29,Home Decor,3,192.65,Debit Card
663,2024-12-31,2497,Female,62,Groceries,5,269.64,Debit Card
664,2025-03-29,3968,Female,36,Beauty,10,372.77,Online Payment
665,2024-07-06,6543,Female,52,Electronics,10,359.79,Online Payment
666,2025-03-12,3801,Other,24,Clothing,1,130.2,Debit Card
667,2025-01-22,8018,Female,47,Home Decor,9,76.67,Cash
668,2024-05-22,4163,Male,46,Beauty,10,495.07,Credit Card
669,2024-10-16,4745,Other,68,Clothing,4,492.7,Gift Card
670,2025-03-06,1549,Other,44,Clothing,2,397.97,Online Payment
671,2025-01-02,2305,Female,53,Groceries,10,75.1,Online Payment
672,2024-10-05,2773,Female,50,Groceries,8,406.62,Credit Card
673,2024-08-20,5811,Female,69,Beauty,2,405.79,Cash
674,2024-11-06,4952,Female,48,Books,4,86.05,Credit Card
675,2024-06-02,5373,Other,68,Electronics,6,162.65,Online Payment
676,2025-02-27,2048,Female,64,Toys,1,390.03,Gift Card
677,2025-04-28,3732,Other,60,Electronics,1,449.28,Debit Card
678,2024-06-28,6859,Male,29,Clothing,8,446.4,Credit Card
679,2024-08-04,4923,Male,47,Home Decor,6,76.27,Cash
680,2024-06-05,5035,Other,58,Groceries,4,201.76,Debit Card
681,2025-01-07,3874,Other,52,Clothing,7,272.93,Credit Card
682,2025-04-06,2798,Other,41,Home Decor,9,243.16,Debit Card
683,2024-10-11,3225,Other,34,Toys,4,486.44,Credit Card
684,2024-10-29,9772,Other,57,Clothing,3,34.95,Credit Card
685,2024-06-05,7026,Male,63,Home Decor,5,56.99,Debit Card
686,2025-05-06,1196,Other,32,Books,8,462.6,Gift Card
687,2024-11-16,6130,Female,28,Beauty,2,35.21,Online Payment
688,2025-01-08,6584,Other,19,Books,5,262.82,Online Payment
689,2025-01-31,3312,Female,64,Electronics,8,179.79,Credit Card
690,2024-08-29,4129,Other,70,Books,7,154.56,Gift Card
691,2024-05-12,4204,Female,54,Groceries,10,285.03,Credit Card
692,2025-02-11,1903,Female,20,Clothing,9,377.87,Cash
693,2024-08-06,2357,Male,51,Home Decor,10,358.86,Gift Card
694,2025-01-26,1455,Female,49,Toys,2,381.49,Debit Card
695,2024-09-02,1762,Male,34,Clothing,10,285.41,Credit Card
696,2025-01-06,4347,Male,70,Books,10,360.03,Gift Card
697,2024-08-04,8919,Other,19,Toys,8,44.01,Cash
698,2024-07-24,1061,Other,46,Toys,8,233.96,Credit Card
699,2025-02-22,8559,Other,44,Toys,8,279.47,Cash
700,2025-05-04,6726,Female,38,Books,3,349.71,Credit Card
701,2024-10-01,7303,Female,52,Beauty,1,6.67,Cash
702,2025-02-09,1152,Male,28,Beauty,9,120.8,Online Payment
703,2025-02-26,4099,Female,36,Books,4,228.91,Cash
704,2024-07-22,3175,Male,39,Electronics,1,474.25,Cash
705,2024-07-31,5412,Male,56,Clothing,2,494.05,Credit Card
706,2025-04-27,6539,Other,46,Clothing,7,311.29,Gift Card
707,2024-11-24,9737,Male,54,Groceries,10,276.01,Cash
708,2025-01-23,7650,Female,23,Home Decor,9,206.04,Gift Card
709,2024-12-19,7094,Other,58,Toys,1,55.66,Gift Card
710,2024-05-19,8774,Male,20,Groceries,3,182.06,Gift Card
711,2024-05-14,3737,Male,26,Beauty,4,177.2,Credit Card
712,2024-05-16,8269,Other,68,Books,10,259.7,Cash
713,2025-03-26,2345,Female,31,Beauty,10,363.72,Cash
714,2024-09-20,2186,Male,20,Beauty,6,425.77,Debit Card
715,2025-04-11,9102,Other,29,Electronics,8,125.28,Online Payment
716,2024-12-10,3013,Male,21,Toys,1,432.54,Cash
717,2024-10-19,6921,Female,68,Beauty,5,28.57,Gift Card
718,2024-12-10,4073,Male,70,Toys,3,69.52,Online Payment
719,2024-05-16,8754,Male,67,Home Decor,1,49.67,Debit Card
720,2024-09-07,4254,Other,57,Clothing,3,407.22,Gift Card
721,2025-01-26,5694,Female,20,Home Decor,5,317.28,Cash
722,2024-08-02,7837,Male,66,Toys,2,16.42,Cash
723,2024-05-28,4659,Male,26,Clothing,7,104.57,Credit Card
724,2025-04-18,9521,Other,50,Toys,8,215.39,Gift Card
725,2025-02-10,4402,Female,36,Beauty,6,436.44,Debit Card
726,2025-02-17,3920,Female,28,Clothing,3,174.49,Credit Card
727,2024-11-06,3113,Male,23,Home Decor,3,35.64,Credit Card
728,2024-05-16,6849,Other,38,Clothing,7,406.66,Cash
729,2024-12-01,8831,Male,69,Groceries,9,477.83,Online Payment
730,2024-05-31,9214,Other,18,Home Decor,8,313.17,Gift Card
731,2025-04-29,6561,Male,27,Electronics,7,181.62,Online Payment
732,2024-08-25,8725,Other,50,Books,5,168.99,Cash
733,2024-12-04,6181,Female,30,Toys,7,116.15,Cash
734,2024-05-16,5581,Other,46,Toys,3,189.42,Online Payment
735,2024-10-10,2170,Other,28,Groceries,2,448.56,Debit Card
736,2024-10-15,2608,Female,68,Groceries,10,156.35,Online Payment
737,2024-09-11,9579,Other,29,Groceries,3,324.99,Credit Card
738,2024-08-07,4814,Male,30,Beauty,10,222.85,Online Payment
739,2024-05-26,5786,Male,40,Beauty,1,118.49,Online Payment
740,2025-04-13,8300,Female,45,Clothing,7,287.88,Cash
741,2024-07-10,5604,Female,24,Home Decor,4,350.7,Debit Card
742,2024-09-09,4803,Female,67,Clothing,8,194.88,Online Payment
743,2024-06-10,8243,Male,53,Groceries,3,281.79,Cash
744,2024-11-16,4795,Other,22,Groceries,4,450.26,Online Payment
745,2024-06-25,4476,Other,63,Beauty,2,468.71,Debit Card
746,2024-06-02,5274,Female,21,Books,4,327.91,Credit Card
747,2024-11-27,4673,Female,66,Toys,2,343.25,Cash
748,2024-06-18,1574,Female,47,Beauty,8,477.41,Online Payment
749,2025-02-27,2917,Male,63,Clothing,10,443.81,Cash
750,2024-08-30,8264,Male,27,Toys,1,257.3,Cash
751,2025-02-21,3490,Other,29,Toys,5,181.5,Gift Card
752,2025-01-24,1545,Female,53,Groceries,1,258.08,Online Payment
753,2024-09-13,8904,Male,60,Clothing,1,39.31,Debit Card
754,2024-07-04,3301,Male,30,Beauty,5,392.47,Cash
755,2024-06-08,6360,Male,55,Beauty,5,403.3,Cash
756,2025-02-05,6528,Female,55,Toys,4,354.45,Debit Card
757,2024-08-20,5531,Female,60,Toys,4,34.86,Cash
758,2024-09-24,3609,Female,48,Groceries,5,58.94,Gift Card
759,2024-10-01,5019,Male,64,Toys,7,138.11,Gift Card
760,2024-09-26,3462,Male,68,Books,4,112.93,Debit Card
761,2024-12-03,6869,Male,32,Home Decor,7,483.68,Gift Card
762,2024-08-03,3363,Female,55,Books,6,396.32,Online Payment
763,2024-05-28,6910,Male,43,Beauty,3,127.49,Credit Card
764,2024-11-05,7746,Female,62,Electronics,5,363.26,Credit Card
765,2024-08-17,8177,Male,19,Home Decor,6,159.45,Cash
766,2025-02-18,6158,Female,19,Electronics,8,270.62,Cash
767,2025-03-07,4997,Female,23,Beauty,9,448.26,Debit Card
768,2025-04-12,5672,Male,45,Books,5,239.55,Online Payment
769,2024-07-12,7037,Male,36,Toys,2,6.59,Debit Card
770,2024-10-24,7091,Other,41,Home Decor,8,225.15,Online Payment
771,2024-09-26,8415,Other,69,Beauty,2,262.19,Debit Card
772,2025-05-03,7253,Male,51,Clothing,1,37.16,Credit Card
773,2025-01-29,9811,Other,63,Electronics,8,490.55,Cash
774,2025-03-13,9171,Other,45,Electronics,2,284.32,Cash
775,2025-02-27,3473,Male,25,Groceries,4,344.28,Online Payment
776,2024-07-28,5458,Other,40,Groceries,9,197.63,Cash
777,2024-11-04,7711,Male,55,Toys,7,235.74,Cash
778,2024-06-30,8429,Male,61,Toys,2,382.65,Online Payment
779,2024-11-10,7852,Male,49,Books,8,185.79,Credit Card
780,2024-12-06,8596,Male,69,Toys,6,469.62,Credit Card
781,2024-12-22,2388,Other,38,Clothing,6,486.45,Online Payment
782,2024-11-16,7446,Female,26,Groceries,1,374.81,Gift Card
783,2024-10-28,8679,Female,63,Toys,7,10.24,Credit Card
784,2024-05-20,5560,Female,19,Beauty,5,98.08,Debit Card
785,2025-03-07,1328,Male,30,Toys,9,441.51,Gift Card
786,2024-11-24,2730,Male,36,Electronics,2,133.85,Gift Card
787,2025-01-09,5135,Male,43,Beauty,3,307.66,Online Payment
788,2024-11-04,8690,Female,42,Clothing,5,426.13,Online Payment
789,2025-04-17,9459,Male,68,Beauty,4,250.08,Credit Card
790,2024-08-08,7560,Male,22,Books,6,252.65,Debit Card
791,2024-07-31,8885,Female,23,Clothing,6,52.04,Credit Card
792,2024-09-24,2068,Male,31,Books,4,338.19,Credit Card
793,2024-12-09,9230,Male,44,Books,5,300.48,Debit Card
794,2024-08-31,1545,Female,30,Electronics,5,461.43,Cash
795,2024-08-01,5582,Other,57,Books,10,282.26,Online Payment
796,2024-10-24,3439,Male,20,Home Decor,2,417.23,Gift Card
797,2024-07-01,1380,Male,54,Home Decor,2,477.55,Cash
798,2024-10-21,2159,Female,35,Home Decor,6,158.01,Online Payment
799,2024-09-18,4934,Male,27,Toys,8,317.41,Gift Card
800,2025-02-01,4220,Male,22,Toys,9,480.62,Gift Card
801,2024-05-06,8921,Female,63,Books,5,373.97,Cash
802,2024-06-13,4810,Other,54,Groceries,6,234.18,Online Payment
803,2024-11-02,5614,Other,58,Groceries,4,68.68,Cash
804,2025-01-21,2329,Other,63,Toys,2,89.99,Online Payment
805,2024-07-21,5266,Other,63,Beauty,8,466.02,Gift Card
806,2025-04-12,4248,Female,42,Groceries,8,115.86,Credit Card
807,2024-09-09,3942,Other,19,Clothing,1,365.31,Debit Card
808,2025-04-28,8827,Female,21,Beauty,1,157.59,Credit Card
809,2025-01-07,4116,Female,28,Books,9,260.07,Debit Card
810,2024-06-19,2050,Female,51,Clothing,6,107.84,Cash
811,2024-12-14,7886,Other,35,Groceries,3,73.87,Cash
812,2025-04-21,6384,Female,64,Books,9,300.23,Gift Card
813,2024-12-02,5937,Male,39,Home Decor,4,446.93,Cash
814,2024-11-06,8550,Female,57,Toys,5,326.7,Cash
815,2025-02-15,9693,Other,69,Home Decor,8,269.04,Online Payment
816,2025-03-09,4689,Male,23,Beauty,7,87.76,Online Payment
817,2025-03-09,1927,Female,20,Electronics,9,411.57,Credit Card
818,2025-04-06,9882,Female,18,Home Decor,4,360.65,Gift Card
819,2024-11-17,3026,Other,67,Groceries,1,471.36,Cash
820,2024-12-11,2853,Other,18,Groceries,8,363.75,Credit Card
821,2024-11-09,7413,Other,35,Groceries,10,155.26,Cash
822,2024-05-27,6679,Male,56,Books,2,347.9,Credit Card
823,2024-12-13,8169,Female,19,Clothing,2,124.79,Cash
824,2025-01-30,6512,Other,66,Electronics,8,304.67,Online Payment
825,2025-02-13,3089,Other,50,Groceries,8,343.78,Debit Card
826,2024-06-18,8078,Male,44,Books,10,490.1,Online Payment
827,2024-12-20,4233,Male,56,Books,6,114.81,Gift Card
828,2024-09-26,6671,Female,33,Home Decor,10,24.64,Debit Card
829,2024-09-04,7688,Female,21,Electronics,5,357.15,Credit Card
830,2024-12-17,3847,Female,63,Clothing,3,342.14,Credit Card
831,2025-02-22,1378,Female,62,Toys,8,127.19,Online Payment
832,2025-01-14,3973,Female,20,Books,7,173.13,Gift Card
833,2024-08-30,2901,Other,45,Toys,3,205.18,Online Payment
834,2024-10-16,7657,Female,40,Electronics,10,17.13,Gift Card
835,2024-11-16,7662,Female,46,Clothing,9,365.85,Gift Card
836,2025-04-22,2277,Female,40,Clothing,6,330.92,Gift Card
